FIPS Code,State and area,Year,Month,Civilian non-institutional population,Total,Percent of population,EmploymentTotal,Percent of population,UnemploymentTotal,UnemplotmentRate
13,Georgia,2020,3,"8,273,465   ","5,194,150   ",62.8   ,"4,983,001   ",60.2   ,"211,149   ",4.1   
15,Hawaii,2020,3,"1,124,485   ","683,969   ",60.8   ,"670,198   ",59.6   ,"13,771   ",2.0   
16,Idaho,2020,3,"1,408,411   ","896,123   ",63.6   ,"861,647   ",61.2   ,"34,476   ",3.8   
17,Illinois,2020,3,"10,113,769   ","6,456,476   ",63.8   ,"6,099,006   ",60.3   ,"357,470   ",5.5   
18,Indiana,2020,3,"5,282,792   ","3,279,220   ",62.1   ,"3,138,415   ",59.4   ,"140,805   ",4.3   
19,Iowa,2020,3,"2,495,326   ","1,722,765   ",69.0   ,"1,663,617   ",66.7   ,"59,148   ",3.4   
20,Kansas,2020,3,"2,246,949   ","1,491,594   ",66.4   ,"1,437,582   ",64.0   ,"54,012   ",3.6   
21,Kentucky,2020,3,"3,524,315   ","2,059,777   ",58.4   ,"1,953,955   ",55.4   ,"105,822   ",5.1   
22,Louisiana,2020,3,"3,583,727   ","2,110,756   ",58.9   ,"1,962,460   ",54.8   ,"148,296   ",7.0   
23,Maine,2020,3,"1,125,108   ","691,207   ",61.4   ,"664,730   ",59.1   ,"26,477   ",3.8   
24,Maryland,2020,3,"4,859,717   ","3,378,063   ",69.5   ,"3,207,728   ",66.0   ,"170,335   ",5.0   
25,Massachusetts,2020,3,"5,743,473   ","3,756,267   ",65.4   ,"3,622,436   ",63.1   ,"133,831   ",3.6   
26,Michigan,2020,3,"8,060,244   ","4,892,627   ",60.7   ,"4,651,630   ",57.7   ,"240,997   ",4.9   
27,Minnesota,2020,3,"4,474,513   ","3,162,175   ",70.7   ,"2,996,927   ",67.0   ,"165,248   ",5.2   
28,Mississippi,2020,3,"2,279,730   ","1,273,797   ",55.9   ,"1,189,355   ",52.2   ,"84,442   ",6.6   
29,Missouri,2020,3,"4,827,650   ","3,071,370   ",63.6   ,"2,951,159   ",61.1   ,"120,211   ",3.9   
30,Montana,2020,3,"862,055   ","544,514   ",63.2   ,"517,273   ",60.0   ,"27,241   ",5.0   
31,Nebraska,2020,3,"1,500,939   ","1,053,315   ",70.2   ,"1,001,113   ",66.7   ,"52,202   ",5.0   
32,Nevada,2020,3,"2,442,901   ","1,527,392   ",62.5   ,"1,420,678   ",58.2   ,"106,714   ",7.0   
33,New Hampshire,2020,3,"1,136,544   ","769,488   ",67.7   ,"742,680   ",65.3   ,"26,808   ",3.5   
34,New Jersey,2020,3,"7,378,281   ","4,713,742   ",63.9   ,"4,517,868   ",61.2   ,"195,874   ",4.2   
35,New Mexico,2020,3,"1,654,561   ","951,277   ",57.5   ,"889,064   ",53.7   ,"62,213   ",6.5   
36,New York,2020,3,"16,236,177   ","9,891,699   ",60.9   ,"9,414,663   ",58.0   ,"477,036   ",4.8   
51000,New York city,2020,3,"7,097,328   ","4,323,640   ",60.9   ,"4,129,131   ",58.2   ,"194,509   ",4.5   
37,North Carolina,2020,3,"8,196,008   ","4,813,155   ",58.7   ,"4,595,593   ",56.1   ,"217,562   ",4.5   
38,North Dakota,2020,3,"594,709   ","407,718   ",68.6   ,"395,170   ",66.4   ,"12,548   ",3.1   
39,Ohio,2020,3,"9,315,901   ","5,815,264   ",62.4   ,"5,501,421   ",59.1   ,"313,843   ",5.4   
40,Oklahoma,2020,3,"3,028,964   ","1,823,557   ",60.2   ,"1,757,284   ",58.0   ,"66,273   ",3.6   
41,Oregon,2020,3,"3,425,283   ","2,079,757   ",60.7   ,"1,986,910   ",58.0   ,"92,847   ",4.5   
42,Pennsylvania,2020,3,"10,426,857   ","6,482,088   ",62.2   ,"6,106,720   ",58.6   ,"375,368   ",5.8   
44,Rhode Island,2020,3,"895,006   ","568,782   ",63.6   ,"539,959   ",60.3   ,"28,823   ",5.1   
45,South Carolina,2020,3,"4,042,325   ","2,308,213   ",57.1   ,"2,230,651   ",55.2   ,"77,562   ",3.4   
46,South Dakota,2020,3,"673,571   ","456,303   ",67.7   ,"441,389   ",65.5   ,"14,914   ",3.3   
47,Tennessee,2020,3,"5,439,593   ","3,312,244   ",60.9   ,"3,179,787   ",58.5   ,"132,457   ",4.0   
48,Texas,2020,3,"22,025,684   ","13,844,018   ",62.9   ,"13,098,271   ",59.5   ,"745,747   ",5.4   
49,Utah,2020,3,"2,402,106   ","1,628,639   ",67.8   ,"1,577,352   ",65.7   ,"51,287   ",3.1   
50,Vermont,2020,3,"534,118   ","352,690   ",66.0   ,"342,320   ",64.1   ,"10,370   ",2.9   
51,Virginia,2020,3,"6,752,283   ","4,455,265   ",66.0   ,"4,324,630   ",64.0   ,"130,635   ",2.9   
53,Washington,2020,3,"6,088,663   ","3,951,693   ",64.9   ,"3,722,752   ",61.1   ,"228,941   ",5.8   
54,West Virginia,2020,3,"1,448,971   ","788,826   ",54.4   ,"738,058   ",50.9   ,"50,768   ",6.4   
55,Wisconsin,2020,3,"4,688,750   ","3,072,306   ",65.5   ,"2,956,637   ",63.1   ,"115,669   ",3.8   
56,Wyoming,2020,3,"449,285   ","297,138   ",66.1   ,"277,513   ",61.8   ,"19,625   ",6.6   
1,Alabama,2020,4,"3,955,079   ","2,178,135   ",55.1   ,"1,895,561   ",47.9   ,"282,574   ",13.0   
2,Alaska,2020,4,"544,338   ","332,610   ",61.1   ,"292,522   ",53.7   ,"40,088   ",12.1   
4,Arizona,2020,4,"5,628,100   ","3,368,901   ",59.9   ,"2,914,700   ",51.8   ,"454,201   ",13.5   
5,Arkansas,2020,4,"2,339,856   ","1,376,268   ",58.8   ,"1,245,495   ",53.2   ,"130,773   ",9.5   
6,California,2020,4,"31,104,870   ","18,479,272   ",59.4   ,"15,591,902   ",50.1   ,"2,887,370   ",15.6   
37,Los Angeles County,2020,4,"8,045,079   ","4,809,254   ",59.8   ,"3,966,290   ",49.3   ,"842,964   ",17.5   
8,Colorado,2020,4,"4,568,242   ","2,990,642   ",65.5   ,"2,647,190   ",57.9   ,"343,452   ",11.5   
9,Connecticut,2020,4,"2,915,872   ","1,817,511   ",62.3   ,"1,681,123   ",57.7   ,"136,388   ",7.5   
10,Delaware,2020,4,"791,098   ","468,416   ",59.2   ,"408,584   ",51.6   ,"59,832   ",12.8   
11,District of Columbia,2020,4,"564,316   ","386,730   ",68.5   ,"346,618   ",61.4   ,"40,112   ",10.4   
12,Florida,2020,4,"17,447,727   ","9,356,138   ",53.6   ,"8,155,290   ",46.7   ,"1,200,848   ",12.8   
13,Georgia,2020,4,"8,280,934   ","4,908,783   ",59.3   ,"4,326,047   ",52.2   ,"582,736   ",11.9   
15,Hawaii,2020,4,"1,124,405   ","642,821   ",57.2   ,"502,283   ",44.7   ,"140,538   ",21.9   
16,Idaho,2020,4,"1,411,503   ","875,753   ",62.0   ,"773,645   ",54.8   ,"102,108   ",11.7   
17,Illinois,2020,4,"10,111,396   ","6,295,406   ",62.3   ,"5,214,857   ",51.6   ,"1,080,549   ",17.2   
18,Indiana,2020,4,"5,285,152   ","3,190,780   ",60.4   ,"2,663,935   ",50.4   ,"526,845   ",16.5   
19,Iowa,2020,4,"2,495,949   ","1,715,204   ",68.7   ,"1,536,722   ",61.6   ,"178,482   ",10.4   
20,Kansas,2020,4,"2,247,529   ","1,477,223   ",65.7   ,"1,299,873   ",57.8   ,"177,350   ",12.0   
21,Kentucky,2020,4,"3,525,145   ","2,035,568   ",57.7   ,"1,708,384   ",48.5   ,"327,184   ",16.1   
22,Louisiana,2020,4,"3,583,250   ","1,961,195   ",54.7   ,"1,706,616   ",47.6   ,"254,579   ",13.0   
23,Maine,2020,4,"1,125,606   ","646,554   ",57.4   ,"587,186   ",52.2   ,"59,368   ",9.2   
24,Maryland,2020,4,"4,860,827   ","3,189,554   ",65.6   ,"2,885,378   ",59.4   ,"304,176   ",9.5   
25,Massachusetts,2020,4,"5,745,016   ","3,444,962   ",60.0   ,"2,868,878   ",49.9   ,"576,084   ",16.7   
26,Michigan,2020,4,"8,060,675   ","4,506,501   ",55.9   ,"3,479,349   ",43.2   ,"1,027,152   ",22.8   
27,Minnesota,2020,4,"4,476,524   ","3,018,648   ",67.4   ,"2,751,145   ",61.5   ,"267,503   ",8.9   
28,Mississippi,2020,4,"2,279,459   ","1,196,732   ",52.5   ,"1,019,110   ",44.7   ,"177,622   ",14.8   
29,Missouri,2020,4,"4,829,096   ","2,914,553   ",60.4   ,"2,607,915   ",54.0   ,"306,638   ",10.5   
30,Montana,2020,4,"862,876   ","534,553   ",62.0   ,"470,338   ",54.5   ,"64,215   ",12.0   
31,Nebraska,2020,4,"1,501,662   ","1,044,123   ",69.5   ,"959,810   ",63.9   ,"84,313   ",8.1   
32,Nevada,2020,4,"2,446,584   ","1,398,638   ",57.2   ,"1,014,177   ",41.5   ,"384,461   ",27.5   
33,New Hampshire,2020,4,"1,137,233   ","736,472   ",64.8   ,"617,337   ",54.3   ,"119,135   ",16.2   
34,New Jersey,2020,4,"7,380,829   ","4,485,095   ",60.8   ,"3,806,637   ",51.6   ,"678,458   ",15.1   
35,New Mexico,2020,4,"1,655,509   ","891,619   ",53.9   ,"814,496   ",49.2   ,"77,123   ",8.6   
36,New York,2020,4,"16,234,137   ","9,271,389   ",57.1   ,"7,797,327   ",48.0   ,"1,474,062   ",15.9   
51000,New York city,2020,4,"7,095,539   ","3,930,009   ",55.4   ,"3,384,475   ",47.7   ,"545,534   ",13.9   
37,North Carolina,2020,4,"8,203,269   ","4,623,960   ",56.4   ,"3,979,458   ",48.5   ,"644,502   ",13.9   
38,North Dakota,2020,4,"594,882   ","409,666   ",68.9   ,"376,635   ",63.3   ,"33,031   ",8.1   
39,Ohio,2020,4,"9,317,078   ","5,500,417   ",59.0   ,"4,624,789   ",49.6   ,"875,628   ",15.9   
40,Oklahoma,2020,4,"3,030,510   ","1,789,162   ",59.0   ,"1,569,997   ",51.8   ,"219,165   ",12.2   
41,Oregon,2020,4,"3,427,661   ","2,010,836   ",58.7   ,"1,749,249   ",51.0   ,"261,587   ",13.0   
42,Pennsylvania,2020,4,"10,427,655   ","6,230,630   ",59.8   ,"5,264,167   ",50.5   ,"966,463   ",15.5   
44,Rhode Island,2020,4,"895,306   ","540,477   ",60.4   ,"442,211   ",49.4   ,"98,266   ",18.2   
45,South Carolina,2020,4,"4,046,671   ","2,302,190   ",56.9   ,"2,048,097   ",50.6   ,"254,093   ",11.0   
46,South Dakota,2020,4,"673,955   ","457,170   ",67.8   ,"416,437   ",61.8   ,"40,733   ",8.9   
47,Tennessee,2020,4,"5,444,304   ","3,185,250   ",58.5   ,"2,699,066   ",49.6   ,"486,184   ",15.3   
48,Texas,2020,4,"22,054,397   ","13,151,951   ",59.6   ,"11,558,334   ",52.4   ,"1,593,617   ",12.1   
49,Utah,2020,4,"2,406,370   ","1,608,264   ",66.8   ,"1,449,194   ",60.2   ,"159,070   ",9.9   
50,Vermont,2020,4,"534,270   ","358,276   ",67.1   ,"306,871   ",57.4   ,"51,405   ",14.3   
51,Virginia,2020,4,"6,755,668   ","4,399,580   ",65.1   ,"3,921,598   ",58.0   ,"477,982   ",10.9   
53,Washington,2020,4,"6,095,156   ","4,010,234   ",65.8   ,"3,359,732   ",55.1   ,"650,502   ",16.2   
54,West Virginia,2020,4,"1,448,375   ","758,722   ",52.4   ,"642,165   ",44.3   ,"116,557   ",15.4   
55,Wisconsin,2020,4,"4,690,565   ","3,057,801   ",65.2   ,"2,626,534   ",56.0   ,"431,267   ",14.1   
56,Wyoming,2020,4,"449,485   ","284,782   ",63.4   ,"269,625   ",60.0   ,"15,157   ",5.3   
1,Alabama,2020,5,"3,955,311   ","2,245,327   ",56.8   ,"2,015,860   ",51.0   ,"229,467   ",10.2   
2,Alaska,2020,5,"544,176   ","342,077   ",62.9   ,"300,330   ",55.2   ,"41,747   ",12.2   
4,Arizona,2020,5,"5,637,075   ","3,386,607   ",60.1   ,"3,012,935   ",53.4   ,"373,672   ",11.0   
5,Arkansas,2020,5,"2,340,206   ","1,360,756   ",58.1   ,"1,240,609   ",53.0   ,"120,147   ",8.8   
6,California,2020,5,"31,101,373   ","18,358,497   ",59.0   ,"15,417,677   ",49.6   ,"2,940,820   ",16.0   
37,Los Angeles County,2020,5,"8,048,800   ","4,703,204   ",58.4   ,"3,799,586   ",47.2   ,"903,618   ",19.2   
8,Colorado,2020,5,"4,572,256   ","3,052,436   ",66.8   ,"2,690,901   ",58.9   ,"361,535   ",11.8   
9,Connecticut,2020,5,"2,914,614   ","1,890,010   ",64.8   ,"1,671,469   ",57.3   ,"218,541   ",11.6   
10,Delaware,2020,5,"791,764   ","487,310   ",61.5   ,"422,842   ",53.4   ,"64,468   ",13.2   
11,District of Columbia,2020,5,"564,354   ","374,683   ",66.4   ,"341,362   ",60.5   ,"33,321   ",8.9   
12,Florida,2020,5,"17,458,161   ","9,915,976   ",56.8   ,"8,533,374   ",48.9   ,"1,382,602   ",13.9   
13,Georgia,2020,5,"8,286,415   ","4,991,234   ",60.2   ,"4,509,936   ",54.4   ,"481,298   ",9.6   
15,Hawaii,2020,5,"1,123,764   ","645,944   ",57.5   ,"512,290   ",45.6   ,"133,654   ",20.7   
16,Idaho,2020,5,"1,414,125   ","886,299   ",62.7   ,"805,985   ",57.0   ,"80,314   ",9.1   
17,Illinois,2020,5,"10,105,589   ","6,291,126   ",62.3   ,"5,376,540   ",53.2   ,"914,586   ",14.5   
18,Indiana,2020,5,"5,285,301   ","3,274,050   ",61.9   ,"2,859,219   ",54.1   ,"414,831   ",12.7   
19,Iowa,2020,5,"2,495,514   ","1,654,053   ",66.3   ,"1,520,067   ",60.9   ,"133,986   ",8.1   
20,Kansas,2020,5,"2,247,475   ","1,471,398   ",65.5   ,"1,334,528   ",59.4   ,"136,870   ",9.3   
21,Kentucky,2020,5,"3,524,185   ","2,041,201   ",57.9   ,"1,781,812   ",50.6   ,"259,389   ",12.7   
22,Louisiana,2020,5,"3,581,860   ","2,003,748   ",55.9   ,"1,751,983   ",48.9   ,"251,765   ",12.6   
23,Maine,2020,5,"1,125,668   ","658,876   ",58.5   ,"597,637   ",53.1   ,"61,239   ",9.3   
24,Maryland,2020,5,"4,859,671   ","3,207,072   ",66.0   ,"2,869,556   ",59.0   ,"337,516   ",10.5   
25,Massachusetts,2020,5,"5,743,244   ","3,653,227   ",63.6   ,"3,082,267   ",53.7   ,"570,960   ",15.6   
26,Michigan,2020,5,"8,058,113   ","4,844,614   ",60.1   ,"3,888,599   ",48.3   ,"956,015   ",19.7   
27,Minnesota,2020,5,"4,476,892   ","3,068,632   ",68.5   ,"2,733,998   ",61.1   ,"334,634   ",10.9   
28,Mississippi,2020,5,"2,278,720   ","1,206,451   ",52.9   ,"1,069,391   ",46.9   ,"137,060   ",11.4   
29,Missouri,2020,5,"4,829,046   ","2,859,120   ",59.2   ,"2,587,335   ",53.6   ,"271,785   ",9.5   
30,Montana,2020,5,"863,449   ","536,095   ",62.1   ,"489,788   ",56.7   ,"46,307   ",8.6   
31,Nebraska,2020,5,"1,501,738   ","1,039,746   ",69.2   ,"971,939   ",64.7   ,"67,807   ",6.5   
32,Nevada,2020,5,"2,449,679   ","1,355,975   ",55.4   ,"1,029,703   ",42.0   ,"326,272   ",24.1   
33,New Hampshire,2020,5,"1,137,481   ","742,472   ",65.3   ,"652,753   ",57.4   ,"89,719   ",12.1   
34,New Jersey,2020,5,"7,378,844   ","4,518,689   ",61.2   ,"3,795,296   ",51.4   ,"723,393   ",16.0   
35,New Mexico,2020,5,"1,655,953   ","889,113   ",53.7   ,"804,132   ",48.6   ,"84,981   ",9.6   
36,New York,2020,5,"16,222,341   ","9,360,311   ",57.7   ,"7,817,716   ",48.2   ,"1,542,595   ",16.5   
51000,New York city,2020,5,"7,094,762   ","3,955,361   ",55.8   ,"3,122,922   ",44.0   ,"832,439   ",21.0   
37,North Carolina,2020,5,"8,209,466   ","4,733,073   ",57.7   ,"4,167,982   ",50.8   ,"565,091   ",11.9   
38,North Dakota,2020,5,"594,768   ","410,434   ",69.0   ,"380,674   ",64.0   ,"29,760   ",7.3   
39,Ohio,2020,5,"9,314,467   ","5,570,620   ",59.8   ,"4,829,911   ",51.9   ,"740,709   ",13.3   
40,Oklahoma,2020,5,"3,031,589   ","1,815,493   ",59.9   ,"1,634,378   ",53.9   ,"181,115   ",10.0   
41,Oregon,2020,5,"3,429,194   ","2,082,398   ",60.7   ,"1,829,183   ",53.3   ,"253,215   ",12.2   
42,Pennsylvania,2020,5,"10,424,133   ","6,373,572   ",61.1   ,"5,528,028   ",53.0   ,"845,544   ",13.3   
44,Rhode Island,2020,5,"895,274   ","561,110   ",62.7   ,"470,283   ",52.5   ,"90,827   ",16.2   
45,South Carolina,2020,5,"4,050,663   ","2,299,140   ",56.8   ,"2,090,735   ",51.6   ,"208,405   ",9.1   
46,South Dakota,2020,5,"674,070   ","455,736   ",67.6   ,"425,461   ",63.1   ,"30,275   ",6.6   
47,Tennessee,2020,5,"5,446,963   ","3,222,044   ",59.2   ,"2,842,543   ",52.2   ,"379,501   ",11.8   
48,Texas,2020,5,"22,078,952   ","13,604,822   ",61.6   ,"11,993,822   ",54.3   ,"1,611,000   ",11.8   
49,Utah,2020,5,"2,409,993   ","1,611,075   ",66.8   ,"1,488,659   ",61.8   ,"122,416   ",7.6   
50,Vermont,2020,5,"534,131   ","342,722   ",64.2   ,"306,322   ",57.3   ,"36,400   ",10.6   
51,Virginia,2020,5,"6,756,475   ","4,293,924   ",63.6   ,"3,887,452   ",57.5   ,"406,472   ",9.5   
53,Washington,2020,5,"6,099,284   ","3,940,013   ",64.6   ,"3,399,329   ",55.7   ,"540,684   ",13.7   
54,West Virginia,2020,5,"1,447,231   ","775,358   ",53.6   ,"679,209   ",46.9   ,"96,149   ",12.4   
55,Wisconsin,2020,5,"4,690,506   ","3,063,781   ",65.3   ,"2,743,096   ",58.5   ,"320,685   ",10.5   
56,Wyoming,2020,5,"449,656   ","294,034   ",65.4   ,"268,054   ",59.6   ,"25,980   ",8.8   
1,Alabama,2020,6,"3,956,184   ","2,292,578   ",57.9   ,"2,081,586   ",52.6   ,"210,992   ",9.2   
2,Alaska,2020,6,"544,031   ","352,363   ",64.8   ,"312,398   ",57.4   ,"39,965   ",11.3   
4,Arizona,2020,6,"5,646,782   ","3,427,288   ",60.7   ,"3,092,748   ",54.8   ,"334,540   ",9.8   
5,Arkansas,2020,6,"2,340,950   ","1,368,840   ",58.5   ,"1,261,265   ",53.9   ,"107,575   ",7.9   
6,California,2020,6,"31,101,230   ","18,993,601   ",61.1   ,"16,299,703   ",52.4   ,"2,693,898   ",14.2   
37,Los Angeles County,2020,6,"8,052,488   ","4,935,003   ",61.3   ,"4,058,656   ",50.4   ,"876,347   ",17.8   
8,Colorado,2020,6,"4,576,817   ","3,121,735   ",68.2   ,"2,776,513   ",60.7   ,"345,222   ",11.1   
9,Connecticut,2020,6,"2,913,798   ","1,923,943   ",66.0   ,"1,709,855   ",58.7   ,"214,088   ",11.1   
10,Delaware,2020,6,"792,536   ","501,077   ",63.2   ,"436,707   ",55.1   ,"64,370   ",12.8   
11,District of Columbia,2020,6,"564,468   ","381,138   ",67.5   ,"346,640   ",61.4   ,"34,498   ",9.1   
12,Florida,2020,6,"17,470,949   ","9,960,786   ",57.0   ,"8,783,810   ",50.3   ,"1,176,976   ",11.8   
13,Georgia,2020,6,"8,292,949   ","4,991,460   ",60.2   ,"4,560,690   ",55.0   ,"430,770   ",8.6   
15,Hawaii,2020,6,"1,123,102   ","657,290   ",58.5   ,"540,680   ",48.1   ,"116,610   ",17.7   
16,Idaho,2020,6,"1,417,001   ","899,540   ",63.5   ,"835,359   ",59.0   ,"64,181   ",7.1   
17,Illinois,2020,6,"10,101,344   ","6,437,171   ",63.7   ,"5,602,565   ",55.5   ,"834,606   ",13.0   
18,Indiana,2020,6,"5,286,384   ","3,315,674   ",62.7   ,"2,981,871   ",56.4   ,"333,803   ",10.1   
19,Iowa,2020,6,"2,495,479   ","1,661,643   ",66.6   ,"1,550,809   ",62.1   ,"110,834   ",6.7   
20,Kansas,2020,6,"2,247,710   ","1,489,001   ",66.2   ,"1,383,213   ",61.5   ,"105,788   ",7.1   
21,Kentucky,2020,6,"3,523,734   ","1,954,531   ",55.5   ,"1,843,353   ",52.3   ,"111,178   ",5.7   
22,Louisiana,2020,6,"3,580,999   ","2,065,510   ",57.7   ,"1,821,540   ",50.9   ,"243,970   ",11.8   
23,Maine,2020,6,"1,125,898   ","670,595   ",59.6   ,"627,183   ",55.7   ,"43,412   ",6.5   
24,Maryland,2020,6,"4,859,132   ","3,215,547   ",66.2   ,"2,933,303   ",60.4   ,"282,244   ",8.8   
25,Massachusetts,2020,6,"5,742,381   ","3,794,782   ",66.1   ,"3,244,933   ",56.5   ,"549,849   ",14.5   
26,Michigan,2020,6,"8,056,965   ","5,033,843   ",62.5   ,"4,293,987   ",53.3   ,"739,856   ",14.7   
27,Minnesota,2020,6,"4,478,094   ","3,220,627   ",71.9   ,"2,928,514   ",65.4   ,"292,113   ",9.1   
28,Mississippi,2020,6,"2,278,280   ","1,233,927   ",54.2   ,"1,108,711   ",48.7   ,"125,216   ",10.1   
29,Missouri,2020,6,"4,829,833   ","3,030,676   ",62.7   ,"2,774,808   ",57.5   ,"255,868   ",8.4   
30,Montana,2020,6,"864,139   ","546,928   ",63.3   ,"508,221   ",58.8   ,"38,707   ",7.1   
31,Nebraska,2020,6,"1,502,094   ","1,051,953   ",70.0   ,"994,583   ",66.2   ,"57,370   ",5.5   
32,Nevada,2020,6,"2,453,093   ","1,511,715   ",61.6   ,"1,208,916   ",49.3   ,"302,799   ",20.0   
33,New Hampshire,2020,6,"1,137,911   ","759,700   ",66.8   ,"687,389   ",60.4   ,"72,311   ",9.5   
34,New Jersey,2020,6,"7,377,877   ","4,642,512   ",62.9   ,"3,964,929   ",53.7   ,"677,583   ",14.6   
35,New Mexico,2020,6,"1,656,529   ","904,874   ",54.6   ,"815,012   ",49.2   ,"89,862   ",9.9   
36,New York,2020,6,"16,212,882   ","9,595,279   ",59.2   ,"8,306,274   ",51.2   ,"1,289,005   ",13.4   
51000,New York city,2020,6,"7,093,993   ","4,110,222   ",57.9   ,"3,401,106   ",47.9   ,"709,116   ",17.3   
37,North Carolina,2020,6,"8,216,498   ","4,845,839   ",59.0   ,"4,363,727   ",53.1   ,"482,112   ",9.9   
38,North Dakota,2020,6,"594,750   ","419,936   ",70.6   ,"391,612   ",65.8   ,"28,324   ",6.7   
39,Ohio,2020,6,"9,313,517   ","5,701,571   ",61.2   ,"5,054,813   ",54.3   ,"646,758   ",11.3   
40,Oklahoma,2020,6,"3,033,110   ","1,836,338   ",60.5   ,"1,685,895   ",55.6   ,"150,443   ",8.2   
41,Oregon,2020,6,"3,431,282   ","2,119,441   ",61.8   ,"1,895,216   ",55.2   ,"224,225   ",10.6   
42,Pennsylvania,2020,6,"10,422,445   ","6,545,539   ",62.8   ,"5,756,455   ",55.2   ,"789,084   ",12.1   
44,Rhode Island,2020,6,"895,401   ","569,779   ",63.6   ,"496,242   ",55.4   ,"73,537   ",12.9   
45,South Carolina,2020,6,"4,055,285   ","2,343,761   ",57.8   ,"2,157,696   ",53.2   ,"186,065   ",7.9   
46,South Dakota,2020,6,"674,302   ","464,795   ",68.9   ,"441,272   ",65.4   ,"23,523   ",5.1   
47,Tennessee,2020,6,"5,450,492   ","3,284,433   ",60.3   ,"2,935,874   ",53.9   ,"348,559   ",10.6   
48,Texas,2020,6,"22,106,031   ","13,813,968   ",62.5   ,"12,359,041   ",55.9   ,"1,454,927   ",10.5   
49,Utah,2020,6,"2,414,000   ","1,631,708   ",67.6   ,"1,528,136   ",63.3   ,"103,572   ",6.3   
50,Vermont,2020,6,"534,047   ","342,098   ",64.1   ,"315,546   ",59.1   ,"26,552   ",7.8   
51,Virginia,2020,6,"6,757,936   ","4,407,812   ",65.2   ,"3,992,369   ",59.1   ,"415,443   ",9.4   
53,Washington,2020,6,"6,104,160   ","3,939,085   ",64.5   ,"3,491,049   ",57.2   ,"448,036   ",11.4   
54,West Virginia,2020,6,"1,446,326   ","786,222   ",54.4   ,"707,621   ",48.9   ,"78,601   ",10.0   
55,Wisconsin,2020,6,"4,691,266   ","3,135,144   ",66.8   ,"2,863,154   ",61.0   ,"271,990   ",8.7   
56,Wyoming,2020,6,"449,867   ","298,536   ",66.4   ,"276,354   ",61.4   ,"22,182   ",7.4   
1,Alabama,2020,7,"3,957,341   ","2,297,728   ",58.1   ,"2,103,995   ",53.2   ,"193,733   ",8.4   
2,Alaska,2020,7,"543,966   ","356,756   ",65.6   ,"319,457   ",58.7   ,"37,299   ",10.5   
4,Arizona,2020,7,"5,657,097   ","3,442,516   ",60.9   ,"3,119,519   ",55.1   ,"322,997   ",9.4   
5,Arkansas,2020,7,"2,341,919   ","1,363,330   ",58.2   ,"1,258,038   ",53.7   ,"105,292   ",7.7   
6,California,2020,7,"31,103,355   ","19,072,912   ",61.3   ,"16,429,218   ",52.8   ,"2,643,694   ",13.9   
37,Los Angeles County,2020,7,"8,056,210   ","5,044,825   ",62.6   ,"4,117,934   ",51.1   ,"926,891   ",18.4   
8,Colorado,2020,7,"4,581,926   ","3,008,904   ",65.7   ,"2,806,519   ",61.3   ,"202,385   ",6.7   
9,Connecticut,2020,7,"2,913,262   ","1,944,357   ",66.7   ,"1,720,743   ",59.1   ,"223,614   ",11.5   
10,Delaware,2020,7,"793,349   ","482,010   ",60.8   ,"442,870   ",55.8   ,"39,140   ",8.1   
11,District of Columbia,2020,7,"564,623   ","386,985   ",68.5   ,"350,502   ",62.1   ,"36,483   ",9.4   
12,Florida,2020,7,"17,485,438   ","10,208,100   ",58.4   ,"8,896,872   ",50.9   ,"1,311,228   ",12.8   
13,Georgia,2020,7,"8,299,800   ","4,973,632   ",59.9   ,"4,570,019   ",55.1   ,"403,613   ",8.1   
15,Hawaii,2020,7,"1,122,639   ","668,860   ",59.6   ,"561,732   ",50.0   ,"107,128   ",16.0   
16,Idaho,2020,7,"1,419,982   ","900,534   ",63.4   ,"844,778   ",59.5   ,"55,756   ",6.2   
17,Illinois,2020,7,"10,097,602   ","6,408,557   ",63.5   ,"5,643,662   ",55.9   ,"764,895   ",11.9   
18,Indiana,2020,7,"5,287,985   ","3,333,467   ",63.0   ,"3,028,899   ",57.3   ,"304,568   ",9.1   
19,Iowa,2020,7,"2,495,706   ","1,648,263   ",66.0   ,"1,555,435   ",62.3   ,"92,828   ",5.6   
20,Kansas,2020,7,"2,248,213   ","1,504,848   ",66.9   ,"1,398,478   ",62.2   ,"106,370   ",7.1   
21,Kentucky,2020,7,"3,523,726   ","1,970,394   ",55.9   ,"1,853,292   ",52.6   ,"117,102   ",5.9   
22,Louisiana,2020,7,"3,580,515   ","2,083,601   ",58.2   ,"1,848,781   ",51.6   ,"234,820   ",11.3   
23,Maine,2020,7,"1,126,257   ","683,391   ",60.7   ,"637,735   ",56.6   ,"45,656   ",6.7   
24,Maryland,2020,7,"4,859,144   ","3,211,275   ",66.1   ,"2,956,673   ",60.8   ,"254,602   ",7.9   
25,Massachusetts,2020,7,"5,742,129   ","3,815,484   ",66.4   ,"3,320,268   ",57.8   ,"495,216   ",13.0   
